AL_Type;AR_No;CustID;Layanan;CreatedOn
New;AR/ACT/2107/19252;20001881;InternetBroadbandCorporate;05/07/2021 09.03
Downgrade;AR/DOW/2107/0515;20001881;InternetBroadbandCorporate;02/07/2021 08.36
Downgrade;AR/CHT/2107/4735;30000405;InternetCorporate;30/07/2021 10.11
Downgrade;AR/CHT/2107/4737;30000388;InternetCorporate;30/07/2021 13.08
New;AR/ACT/2104/13690;30000388;InternetBroadbandCorporate;29/04/2021 08.53
Downgrade;AR/CHT/2107/4739;30000388;InternetBroadbandCorporate;30/07/2021 15.13
New;AR/ACT/2104/13689;30000388;InternetBroadbandCorporate;29/04/2021 08.51
Downgrade;AR/CHT/2107/4741;30000388;InternetBroadbandCorporate;30/07/2021 16.08
New;AR/ACT/2106/18128;140003058;InternetBroadbandCorporate;17/06/2021 21.52
New;AR/ACT/2106/18126;140003058;InternetCorporate;17/06/2021 21.52
Downgrade;AR/CHT/2108/4745;60001936;InternetCorporate;02/08/2021 12.28
Upgrade;AR/UPG/2107/2997;140001966;InternetBroadbandCorporate;14/07/2021 15.42
New;AR/ACT/2106/18498;30000406;InternetCorporate;22/06/2021 13.51
New;AR/ACT/2105/14543;10000047;Lain-lain;04/05/2021 09.29
New;AR/ACT/2106/18497;30000406;InternetBroadbandCorporate;22/06/2021 13.51
New;AR/ACT/2106/18136;50002124;Bronze;17/06/2021 22.21
Downgrade;AR/CHT/2108/4772;50002124;Bronze;04/08/2021 06.32
New;AR/ACT/2106/18135;50002124;PenambahanIPv4Publik;17/06/2021 22.21
Downgrade;AR/CHT/2108/4773;50002124;PenambahanIPv4Publik;04/08/2021 06.42
New;AR/ACT/2106/18134;50002124;InternetBroadbandCorporate;17/06/2021 22.21
New;AR/ACT/2106/18133;50002124;InternetCorporate;17/06/2021 22.20
Upgrade;AR/CHT/2108/4774;50002124;InternetCorporate;04/08/2021 06.54
New;AR/ACT/2107/19381;140001280;InternetBroadbandCorporate;07/07/2021 15.32
New;AR/ACT/2107/19410;140001280;InternetBroadbandCorporate;08/07/2021 09.34
New;AR/ACT/2106/18825;20002102;InternetBroadbandCorporate;25/06/2021 13.44
New;AR/ACT/2106/18824;20002102;InternetCorporate;25/06/2021 13.44
New;AR/ACT/2011/28140;90000597;InternetBroadbandCorporate;06/11/2020 10.18
New;AR/ACT/2106/18906;140003066;InternetBroadbandCorporate;28/06/2021 09.59
New;AR/ACT/2106/18905;140003066;InternetBroadbandCorporate;28/06/2021 09.58
New;AR/ACT/2106/18904;140003066;InternetCorporate;28/06/2021 09.58
New;AR/ACT/2106/16726;30000372;Metronet;07/06/2021 08.59
New;AR/ACT/2102/6292;160000266;InternetBroadbandCorporate;25/02/2021 08.50
Upgrade on Demand;AR/UOD/2106/0132;50001888;InternetCorporate;30/06/2021 16.17
New;AR/ACT/2107/20237;ICON-00;Bronze;19/07/2021 11.21
New;AR/ACT/2107/20228;ICON-00;Bronze;19/07/2021 09.05
New;AR/ACT/2107/20214;ICON-00;i-WINIndoor;18/07/2021 20.07
New;AR/ACT/2107/20209;ICON-00;i-WINIndoor;17/07/2021 14.48
New;AR/ACT/2107/20208;ICON-00;i-WINIndoor;17/07/2021 14.48
New;AR/ACT/2107/20207;ICON-00;i-WINIndoor;17/07/2021 14.48
New;AR/ACT/2107/20206;ICON-00;i-WINIndoor;17/07/2021 14.46
New;AR/ACT/2105/15529;140003037;InternetBroadbandCorporate;20/05/2021 21.15
New;AR/ACT/2105/15528;140003037;InternetCorporate;20/05/2021 21.15
New;AR/ACT/2107/20361;140001280;InternetBroadbandCorporate;21/07/2021 08.15
New;AR/ACT/2107/19383;140001280;InternetCorporate;07/07/2021 15.32
New;AR/ACT/2106/18130;140003060;InternetBroadbandCorporate;17/06/2021 21.58
New;AR/ACT/2106/18129;140003060;InternetCorporate;17/06/2021 21.58
New;AR/ACT/2104/11464;140001028;i-WINIndoor;15/04/2021 12.09
Downgrade;AR/CHT/2108/4999;140001028;i-WINIndoor;10/08/2021 14.11
New;AR/ACT/2104/11463;140001028;i-WINIndoor;15/04/2021 12.09
Downgrade;AR/CHT/2108/5004;140001028;i-WINIndoor;10/08/2021 15.07
New;AR/ACT/2104/11462;140001028;i-WINIndoor;15/04/2021 12.09
Downgrade;AR/CHT/2108/5020;140001028;i-WINIndoor;10/08/2021 16.05
New;AR/ACT/2104/11461;140001028;i-WINIndoor;15/04/2021 12.09
Downgrade;AR/CHT/2108/5028;140001028;i-WINIndoor;10/08/2021 16.22
Upgrade;AR/UPG/2104/2373;140001028;InternetCorporate;15/04/2021 12.07
Downgrade;AR/CHT/2108/5094;140001028;InternetCorporate;11/08/2021 09.22
Upgrade;AR/UPG/2104/2355;140001028;InternetBroadbandCorporate;14/04/2021 08.53
Downgrade;AR/CHT/2108/5096;140001028;InternetBroadbandCorporate;11/08/2021 09.32
New;AR/ACT/2106/18891;140003070;InternetBroadbandCorporate;28/06/2021 08.35
New;AR/ACT/2106/17459;40000348;QinqMetroEthernet;15/06/2021 09.22
New;AR/ACT/2105/16305;50000796;Metronet;31/05/2021 09.52
New;AR/ACT/2105/16293;50000796;Metronet;31/05/2021 09.12
New;AR/ACT/2105/16005;50000796;Metronet;25/05/2021 16.27
New;AR/ACT/2105/16002;50000796;Metronet;25/05/2021 16.20
New;AR/ACT/2105/16001;50000796;Metronet;25/05/2021 16.17
New;AR/ACT/2105/16000;50000796;Metronet;25/05/2021 16.16
New;AR/ACT/2105/15999;50000796;Metronet;25/05/2021 16.12
New;AR/ACT/2105/15998;50000796;Metronet;25/05/2021 16.11
New;AR/ACT/2105/15997;50000796;Metronet;25/05/2021 16.10
New;AR/ACT/2105/15995;50000796;Metronet;25/05/2021 16.07
New;AR/ACT/2105/15993;50000796;Metronet;25/05/2021 16.04
New;AR/ACT/2105/15992;50000796;Metronet;25/05/2021 16.03
New;AR/ACT/2105/15991;50000796;Metronet;25/05/2021 16.02
New;AR/ACT/2105/15989;50000796;Metronet;25/05/2021 16.00
New;AR/ACT/2105/15988;50000796;Metronet;25/05/2021 15.59
New;AR/ACT/2105/15986;50000796;Metronet;25/05/2021 15.57
New;AR/ACT/2105/15985;50000796;Metronet;25/05/2021 15.56
New;AR/ACT/2105/15984;50000796;Metronet;25/05/2021 15.54
New;AR/ACT/2105/15983;50000796;Metronet;25/05/2021 15.53
New;AR/ACT/2105/15982;50000796;Metronet;25/05/2021 15.53
New;AR/ACT/2105/15981;50000796;Metronet;25/05/2021 15.51
New;AR/ACT/2105/15979;50000796;Metronet;25/05/2021 15.47
New;AR/ACT/2105/15974;50000796;Metronet;25/05/2021 15.43
New;AR/ACT/2105/15972;50000796;Metronet;25/05/2021 15.39
New;AR/ACT/2105/15971;50000796;Metronet;25/05/2021 15.38
New;AR/ACT/2105/15970;50000796;Metronet;25/05/2021 15.36
New;AR/ACT/2105/15969;50000796;Metronet;25/05/2021 15.36
New;AR/ACT/2105/15967;50000796;Metronet;25/05/2021 15.32
New;AR/ACT/2105/15966;50000796;Metronet;25/05/2021 15.31
New;AR/ACT/2105/15965;50000796;Metronet;25/05/2021 15.30
New;AR/ACT/2105/15964;50000796;Metronet;25/05/2021 15.29
New;AR/ACT/2105/15960;50000796;Metronet;25/05/2021 15.23
New;AR/ACT/2105/15955;50000796;Metronet;25/05/2021 15.13
New;AR/ACT/2105/15951;50000796;Metronet;25/05/2021 15.10
New;AR/ACT/2105/15944;50000796;Metronet;25/05/2021 15.04
New;AR/ACT/2105/15943;50000796;Metronet;25/05/2021 15.03
New;AR/ACT/2105/15937;50000796;Metronet;25/05/2021 14.55
New;AR/ACT/2105/15935;50000796;Metronet;25/05/2021 14.53
New;AR/ACT/2105/15933;50000796;Metronet;25/05/2021 14.51
New;AR/ACT/2105/15926;50000796;Metronet;25/05/2021 14.42
New;AR/ACT/2105/15893;50000796;Metronet;25/05/2021 11.37
New;AR/ACT/2105/15892;50000796;Metronet;25/05/2021 11.30
New;AR/ACT/2105/15891;50000796;Metronet;25/05/2021 11.24
New;AR/ACT/2105/15882;50000796;Metronet;25/05/2021 10.50
New;AR/ACT/2105/15871;50000796;Metronet;25/05/2021 10.01
New;AR/ACT/2105/15863;50000796;Metronet;25/05/2021 08.50
New;AR/ACT/2105/15862;50000796;Metronet;25/05/2021 08.38
New;AR/ACT/2106/16974;50000796;Metronet;09/06/2021 15.47
New;AR/ACT/2105/15330;50000796;Metronet;17/05/2021 13.48
New;AR/ACT/2106/19016;40000348;QinqMetroEthernet;29/06/2021 16.05
Relokasi;AR/RLK/2106/0667;40000348;QinqMetroEthernet;17/06/2021 06.25
Relokasi;AR/RLK/2106/0666;40000348;IPVPN;17/06/2021 06.22
Downgrade;AR/DOW/2107/0529;190000205;InternetBroadbandCorporate;12/07/2021 10.22
New;AR/ACT/2107/19522;190000205;InternetBroadbandCorporate;11/07/2021 09.18
Downgrade;AR/CHT/2108/5108;90000181;InternetBroadbandCorporate;13/08/2021 15.46
New;AR/ACT/2108/22257;ICON-00;i-WINIndoor;07/08/2021 17.12
Upgrade;AR/UPG/2108/3120;ICON-00;InternetBroadbandCorporate;07/08/2021 20.48
New;AR/ACT/2108/22274;ICON-00;i-WINIndoor;07/08/2021 17.13
New;AR/ACT/2108/22273;ICON-00;i-WINIndoor;07/08/2021 17.13
New;AR/ACT/2108/22272;ICON-00;i-WINIndoor;07/08/2021 17.13
New;AR/ACT/2108/22271;ICON-00;i-WINIndoor;07/08/2021 17.13
New;AR/ACT/2108/22270;ICON-00;i-WINIndoor;07/08/2021 17.13
New;AR/ACT/2108/22269;ICON-00;i-WINIndoor;07/08/2021 17.13
New;AR/ACT/2108/22268;ICON-00;i-WINIndoor;07/08/2021 17.12
New;AR/ACT/2108/22267;ICON-00;i-WINIndoor;07/08/2021 17.12
New;AR/ACT/2108/22265;ICON-00;i-WINIndoor;07/08/2021 17.12
New;AR/ACT/2108/22264;ICON-00;i-WINIndoor;07/08/2021 17.12
New;AR/ACT/2108/22263;ICON-00;i-WINIndoor;07/08/2021 17.12
New;AR/ACT/2108/22262;ICON-00;i-WINIndoor;07/08/2021 17.12
New;AR/ACT/2108/22261;ICON-00;i-WINIndoor;07/08/2021 17.12
New;AR/ACT/2108/22258;ICON-00;i-WINIndoor;07/08/2021 17.12
New;AR/ACT/2108/22260;ICON-00;i-WINIndoor;07/08/2021 17.12
New;AR/ACT/2108/22259;ICON-00;i-WINIndoor;07/08/2021 17.12
New;AR/ACT/2107/21045;ICON-00;InternetBroadbandCorporate;29/07/2021 19.31
Downgrade;AR/DOW/2106/0507;90000496;InternetCorporate;29/06/2021 16.19
New;AR/ACT/2103/7966;140001271;Metronet;17/03/2021 08.31
New;AR/ACT/2103/7965;140001271;Metronet;17/03/2021 08.30
New;AR/ACT/2103/7964;140001271;Metronet;17/03/2021 08.30
New;AR/ACT/2103/7963;140001271;Metronet;17/03/2021 08.30
New;AR/ACT/2103/7962;140001271;Metronet;17/03/2021 08.30
New;AR/ACT/2107/21031;30000405;InternetCorporate;29/07/2021 13.07
New;AR/ACT/2107/21029;30000405;InternetBroadbandCorporate;29/07/2021 13.07
New;AR/ACT/2107/19571;90000525;InternetBroadbandCorporate;12/07/2021 14.41
Upgrade;AR/CHT/2108/5112;40000348;QinqMetroEthernet;16/08/2021 13.22
Upgrade;AR/CHT/2108/5113;40000348;QinqMetroEthernet;16/08/2021 13.48
Upgrade;AR/CHT/2108/5114;40000348;QinqMetroEthernet;16/08/2021 14.17
New;AR/CHT/2108/5124;40000348;QinqMetroEthernet;16/08/2021 16.15
Relokasi;AR/RLK/2106/0669;50000796;Metronet;17/06/2021 09.37
New;AR/ACT/2105/16179;50002120;InternetCorporate;28/05/2021 14.36
Upgrade;AR/CHT/2108/5184;40000348;QinqMetroEthernet;18/08/2021 08.25
New;AR/ACT/2108/22266;ICON-00;i-WINIndoor;07/08/2021 17.12
New;AR/ACT/2107/19116;20001289;Metronet;01/07/2021 09.57
New;AR/ACT/2106/17684;40000348;QinqMetroEthernet;16/06/2021 13.44
New;AR/ACT/2106/17683;40000348;QinqMetroEthernet;16/06/2021 13.30
New;AR/ACT/2106/17679;40000348;QinqMetroEthernet;16/06/2021 13.18
New;AR/ACT/2106/17678;40000348;QinqMetroEthernet;16/06/2021 13.15
New;AR/ACT/2106/17612;40000348;QinqMetroEthernet;16/06/2021 09.42
Upgrade;AR/CHT/2108/5202;30000406;InternetCorporate;18/08/2021 21.35
Downgrade;AR/CHT/2108/5203;140001028;PenambahanIPv4Publik;18/08/2021 23.47
New;AR/ACT/2106/17677;40000348;QinqMetroEthernet;16/06/2021 13.11
New;AR/ACT/2106/17673;40000348;QinqMetroEthernet;16/06/2021 12.49
New;AR/ACT/2106/17603;40000348;QinqMetroEthernet;16/06/2021 09.20
New;AR/ACT/2106/17596;40000348;QinqMetroEthernet;16/06/2021 09.06
New;AR/ACT/2106/17595;40000348;QinqMetroEthernet;16/06/2021 08.59
New;AR/ACT/2106/17547;40000348;QinqMetroEthernet;15/06/2021 13.18
New;AR/ACT/2106/17542;40000348;QinqMetroEthernet;15/06/2021 13.12
New;AR/ACT/2106/17476;40000348;QinqMetroEthernet;15/06/2021 09.35
New;AR/ACT/2106/17467;40000348;QinqMetroEthernet;15/06/2021 09.27
New;AR/ACT/2106/17463;40000348;QinqMetroEthernet;15/06/2021 09.26
New;AR/ACT/2106/17461;40000348;QinqMetroEthernet;15/06/2021 09.23
New;AR/ACT/2106/17453;40000348;QinqMetroEthernet;15/06/2021 09.15
New;AR/ACT/2106/17321;40000348;QinqMetroEthernet;14/06/2021 13.21
New;AR/ACT/2106/17281;40000348;QinqMetroEthernet;14/06/2021 10.10
New;AR/ACT/2106/17275;40000348;QinqMetroEthernet;14/06/2021 09.15
New;AR/ACT/2106/17234;40000348;QinqMetroEthernet;11/06/2021 17.15
New;AR/ACT/2106/17137;40000348;QinqMetroEthernet;10/06/2021 15.41
New;AR/ACT/2106/17087;40000348;QinqMetroEthernet;10/06/2021 11.06
New;AR/ACT/2106/17086;40000348;QinqMetroEthernet;10/06/2021 11.04
New;AR/ACT/2106/17085;40000348;QinqMetroEthernet;10/06/2021 11.02
New;AR/ACT/2106/17083;40000348;QinqMetroEthernet;10/06/2021 11.00
New;AR/ACT/2106/16887;40000348;QinqMetroEthernet;08/06/2021 19.26
New;AR/ACT/2106/16886;40000348;QinqMetroEthernet;08/06/2021 19.24
New;AR/ACT/2106/16885;40000348;QinqMetroEthernet;08/06/2021 19.16
New;AR/ACT/2106/17273;40000348;QinqMetroEthernet;14/06/2021 09.11
New;AR/ACT/2106/17682;40000348;QinqMetroEthernet;16/06/2021 13.27
Upgrade;AR/UPG/2106/2790;170000300;IPVPN;15/06/2021 14.30
Upgrade on Demand;AR/UOD/2106/0120;40000348;Metronet;18/06/2021 16.24
New;AR/ACT/2107/19099;30000388;InternetBroadbandCorporate;01/07/2021 09.44
New;AR/ACT/2107/19097;30000388;InternetBroadbandCorporate;01/07/2021 09.44
New;AR/ACT/2107/19096;30000388;InternetCorporate;01/07/2021 09.44
Downgrade;AR/CHT/2107/4620;120000125;InternetCorporate;26/07/2021 13.42
Downgrade;AR/DOW/2108/0576;50001888;InternetCorporate;13/08/2021 16.23
Downgrade;AR/CHT/2107/4619;120000260;InternetCorporate;26/07/2021 13.26
New;AR/ACT/2107/20591;30000307;QinqMetroEthernet;23/07/2021 10.07
Downgrade;AR/CHT/2107/4618;120000260;PenambahanIPv4Publik;26/07/2021 13.25
New;AR/ACT/2108/22605;140000424;InternetCorporate;11/08/2021 14.56
New;AR/ACT/2108/22477;140000424;InternetCorporate;09/08/2021 16.15
New;AR/ACT/2108/22476;140000424;InternetCorporate;09/08/2021 16.15
New;AR/ACT/2108/22475;140000424;InternetCorporate;09/08/2021 16.15
New;AR/ACT/2108/22474;140000424;InternetCorporate;09/08/2021 16.15
New;AR/ACT/2108/22473;140000424;InternetCorporate;09/08/2021 16.15
New;AR/ACT/2108/22472;140000424;InternetCorporate;09/08/2021 16.15
New;AR/ACT/2108/22470;140000424;InternetCorporate;09/08/2021 16.15
New;AR/ACT/2108/22469;140000424;InternetCorporate;09/08/2021 16.14
New;AR/ACT/2108/22468;140000424;InternetCorporate;09/08/2021 16.14
New;AR/ACT/2108/22467;140000424;InternetCorporate;09/08/2021 16.14
New;AR/ACT/2108/22466;140000424;InternetCorporate;09/08/2021 16.14
New;AR/ACT/2108/22465;140000424;InternetCorporate;09/08/2021 16.14
New;AR/ACT/2108/22464;140000424;InternetCorporate;09/08/2021 16.14
New;AR/ACT/2108/22463;140000424;InternetCorporate;09/08/2021 16.14
New;AR/ACT/2108/22462;140000424;InternetCorporate;09/08/2021 16.14
New;AR/ACT/2108/22461;140000424;InternetCorporate;09/08/2021 16.13
New;AR/ACT/2108/22460;140000424;InternetCorporate;09/08/2021 16.13
New;AR/ACT/2108/22459;140000424;InternetCorporate;09/08/2021 16.13
New;AR/ACT/2108/22458;140000424;InternetCorporate;09/08/2021 16.13
New;AR/ACT/2108/21807;140000424;InternetCorporate;05/08/2021 00.15
New;AR/ACT/2108/21809;140000424;InternetCorporate;05/08/2021 00.15
New;AR/ACT/2108/21805;140000424;InternetCorporate;05/08/2021 00.15
New;AR/ACT/2108/21804;140000424;InternetCorporate;05/08/2021 00.15
New;AR/ACT/2108/21803;140000424;InternetCorporate;05/08/2021 00.15
New;AR/ACT/2108/21806;140000424;InternetCorporate;05/08/2021 00.15
New;AR/ACT/2108/22457;140000424;InternetCorporate;09/08/2021 16.10
New;AR/ACT/2108/21808;140000424;InternetCorporate;05/08/2021 00.15
New;AR/ACT/2108/21802;140000424;InternetCorporate;05/08/2021 00.15
New;AR/ACT/2108/21801;140000424;InternetCorporate;05/08/2021 00.15
New;AR/ACT/2108/21800;140000424;InternetCorporate;05/08/2021 00.15
New;AR/ACT/2108/21799;140000424;InternetCorporate;05/08/2021 00.14
New;AR/ACT/2108/21798;140000424;InternetCorporate;05/08/2021 00.14
New;AR/ACT/2108/21797;140000424;InternetCorporate;05/08/2021 00.14
New;AR/ACT/2108/21796;140000424;InternetCorporate;05/08/2021 00.14
New;AR/ACT/2108/21795;140000424;InternetCorporate;05/08/2021 00.14
New;AR/ACT/2108/21794;140000424;InternetCorporate;05/08/2021 00.14
New;AR/ACT/2108/21793;140000424;InternetCorporate;05/08/2021 00.14
New;AR/ACT/2108/21791;140000424;InternetCorporate;05/08/2021 00.14
New;AR/ACT/2108/21790;140000424;InternetCorporate;05/08/2021 00.14
New;AR/ACT/2108/21789;140000424;InternetCorporate;05/08/2021 00.14
New;AR/ACT/2108/21788;140000424;InternetCorporate;05/08/2021 00.14
Upgrade on Demand;AR/UOD/2105/0108;140000424;InternetCorporate;23/05/2021 22.12
Upgrade on Demand;AR/UOD/2105/0107;140000424;InternetCorporate;23/05/2021 22.12
New;AR/ACT/2106/16723;140003044;InternetBroadbandCorporate;07/06/2021 08.49
New;AR/ACT/2106/16722;140003044;InternetCorporate;07/06/2021 08.49
Relokasi;AR/RLK/2103/0312;140001719;InternetCorporate;25/03/2021 14.06
Relokasi;AR/RLK/2107/0719;140000783;Metronet;01/07/2021 09.37
New;AR/ACT/2106/18911;140003064;InternetBroadbandCorporate;28/06/2021 10.26
New;AR/ACT/2106/18910;140003064;InternetCorporate;28/06/2021 10.26
New;AR/ACT/2107/19696;140003078;InternetBroadbandCorporate;15/07/2021 10.52
New;AR/ACT/2107/19695;140003078;InternetCorporate;15/07/2021 10.52
New;AR/ACT/2106/18515;140003065;InternetBroadbandCorporate;22/06/2021 14.40
New;AR/ACT/2106/18514;140003065;InternetCorporate;22/06/2021 14.40
New;AR/ACT/2107/19166;30000413;InternetBroadbandCorporate;02/07/2021 09.16
New;AR/ACT/2107/19165;30000413;InternetCorporate;02/07/2021 09.16
New;AR/ACT/2107/19164;30000413;InternetBroadbandCorporate;02/07/2021 09.14
New;AR/ACT/2107/19163;30000413;InternetCorporate;02/07/2021 09.14
New;AR/ACT/2107/19162;30000413;InternetBroadbandCorporate;02/07/2021 09.14
New;AR/ACT/2107/19159;30000413;InternetCorporate;02/07/2021 09.14
New;AR/ACT/2107/19158;30000413;InternetBroadbandCorporate;02/07/2021 09.14
New;AR/ACT/2107/19157;30000413;InternetCorporate;02/07/2021 09.13
New;AR/ACT/2106/16964;180000339;NET-ACCESSCorporate;09/06/2021 15.11
New;AR/ACT/2106/16965;180000339;NET-ACCESSCorporate;09/06/2021 15.12
New;AR/ACT/2106/16966;180000339;NET-ACCESSCorporate;09/06/2021 15.13
New;AR/ACT/2106/16967;180000339;NET-ACCESSCorporate;09/06/2021 15.13
New;AR/ACT/2106/16968;180000339;NET-ACCESSCorporate;09/06/2021 15.13
New;AR/ACT/2106/17704;40000348;QinqMetroEthernet;16/06/2021 15.50
New;AR/ACT/2106/16718;140003041;InternetBroadbandCorporate;07/06/2021 08.39
New;AR/ACT/2106/16717;140003041;InternetCorporate;07/06/2021 08.39
New;AR/ACT/2102/4064;30000336;InternetBroadbandCorporate;01/02/2021 09.58
New;AR/ACT/2102/4063;30000336;InternetBroadbandCorporate;01/02/2021 09.39
New;AR/ACT/2012/31586;30000336;InternetBroadbandCorporate;16/12/2020 01.32
New;AR/ACT/2012/31584;30000336;InternetBroadbandCorporate;16/12/2020 01.32
New;AR/ACT/2009/24783;30000336;InternetBroadbandCorporate;21/09/2020 08.40
Relokasi;AR/RLK/2107/0733;110000105;InternetCorporate;05/07/2021 16.06
Relokasi;AR/RLK/2104/0421;90000353;InternetBroadbandCorporate;29/04/2021 08.41
Relokasi;AR/RLK/2104/0420;90000353;InternetBroadbandCorporate;29/04/2021 08.40
Relokasi;AR/RLK/2104/0419;90000353;InternetCorporate;29/04/2021 08.34
New;AR/ACT/2107/20670;20001881;InternetBroadbandCorporate;26/07/2021 13.14
New;AR/ACT/2107/20669;20001881;InternetBroadbandCorporate;26/07/2021 13.14
New;AR/ACT/2106/19034;140002736;InternetBroadbandCorporate;29/06/2021 21.02
New;AR/ACT/2106/19033;140002736;InternetBroadbandCorporate;29/06/2021 20.49
New;AR/ACT/2107/19700;90000737;PenambahanIPv4Publik;15/07/2021 11.12
New;AR/ACT/2107/19699;90000737;InternetBroadbandCorporate;15/07/2021 11.12
New;AR/ACT/2107/19698;90000737;InternetCorporate;15/07/2021 11.12
Upgrade on Demand;AR/UOD/2107/0134;80000114;QinqMetroEthernet;02/07/2021 09.06
New;AR/ACT/2107/20763;140002783;InternetBroadbandCorporate;26/07/2021 13.59
New;AR/ACT/2107/20731;140002783;InternetBroadbandCorporate;26/07/2021 13.43
New;AR/ACT/2107/21044;30000406;InternetBroadbandCorporate;29/07/2021 19.28
New;AR/ACT/2107/21043;30000406;InternetCorporate;29/07/2021 19.27
New;AR/ACT/2107/21008;20002003;Metronet;28/07/2021 20.01
New;AR/ACT/2107/20532;40000568;InternetBroadbandCorporate;21/07/2021 15.38
New;AR/ACT/2107/20531;40000568;InternetBroadbandCorporate;21/07/2021 15.37
New;AR/ACT/2107/20530;40000568;InternetCorporate;21/07/2021 15.37
New;AR/ACT/2104/12803;30000344;InternetBroadbandCorporate;22/04/2021 09.20
New;AR/ACT/2104/12802;30000344;InternetBroadbandCorporate;22/04/2021 09.19
New;AR/ACT/2104/10893;60000951;InternetCorporate;13/04/2021 15.42
Downgrade;AR/CHT/2107/4622;120000137;InternetCorporate;26/07/2021 13.57
Downgrade;AR/CHT/2107/4621;120000137;PenambahanIPv4Publik;26/07/2021 13.51
Downgrade;AR/CHT/2108/5302;120000137;PenambahanIPv4Publik;25/08/2021 14.01
Upgrade;AR/UPG/2106/2845;90000620;InternetBroadbandCorporate;22/06/2021 10.10
Upgrade;AR/UPG/2106/2844;90000620;InternetCorporate;22/06/2021 10.08
New;AR/ACT/2104/10654;90000374;InternetBroadbandCorporate;12/04/2021 09.32
New;AR/ACT/2103/6715;90000374;InternetBroadbandCorporate;02/03/2021 15.29
Downgrade;AR/CHT/2108/5304;90000374;InternetBroadbandCorporate;25/08/2021 15.39
Downgrade;AR/CHT/2108/5305;90000374;InternetCorporate;25/08/2021 16.03
New;AR/ACT/2107/21006;10000227;InternetBroadbandCorporate;28/07/2021 19.24
New;AR/ACT/2107/21005;10000227;InternetBroadbandCorporate;28/07/2021 19.24
New;AR/ACT/2107/21004;10000227;InternetCorporate;28/07/2021 19.24
New;AR/ACT/2108/21544;30000427;QinqMetroEthernet;04/08/2021 07.30
Upgrade;AR/UPG/2106/2851;60001551;InternetCorporate;22/06/2021 14.32
Upgrade;AR/CHT/2108/5323;60001551;InternetCorporate;26/08/2021 13.42
New;AR/ACT/2106/18511;60001551;PenambahanIPv4Publik;22/06/2021 14.33
Downgrade;AR/CHT/2108/5327;60001551;PenambahanIPv4Publik;26/08/2021 13.49
Upgrade;AR/UPG/2108/3137;30000307;QinqMetroEthernet;13/08/2021 09.28
Upgrade on Demand;AR/UOD/2108/0183;30000307;Metronet;13/08/2021 09.29
Upgrade;AR/CHT/2108/5347;120000125;InternetCorporate;27/08/2021 09.55
Upgrade;AR/CHT/2108/5348;120000260;InternetCorporate;27/08/2021 10.33
Upgrade on Demand;AR/UOD/2107/0178;160000288;Metronet;26/07/2021 12.39
Upgrade;AR/CHT/2108/5349;120000260;PenambahanIPv4Publik;27/08/2021 11.23
Downgrade;AR/DOW/2108/0625;160000288;Metronet;27/08/2021 13.14
New;AR/ACT/2106/17685;40000348;QinqMetroEthernet;16/06/2021 13.51
Downgrade;AR/DOW/2108/0581;40000348;Metronet;19/08/2021 11.40
New;AR/ACT/2107/20560;90000742;PenambahanIPv4Publik;22/07/2021 10.00
New;AR/ACT/2107/20559;90000742;InternetCorporate;22/07/2021 09.59
New;AR/ACT/2107/20234;50002045;InternetBroadbandCorporate;19/07/2021 10.26
New;AR/ACT/2009/24370;990001563;Metronet;15/09/2020 08.31
Upgrade;AR/CHT/2108/5355;120000137;PenambahanIPv4Publik;31/08/2021 13.48
Upgrade;AR/CHT/2108/5356;120000137;InternetCorporate;31/08/2021 14.08
Relokasi;AR/RLK/2108/0838;30000358;Metronet;04/08/2021 07.32
New;AR/ACT/2107/20955;30000358;Metronet;27/07/2021 11.18
Trial;AR/TRL/2108/0340;30000405;InternetCorporate;21/08/2021 11.46
Trial;AR/TRL/2108/0303;50002129;IPVPN;06/08/2021 08.21
Trial;AR/TRL/2108/0304;50002129;IPVPN;06/08/2021 08.22
Trial;AR/TRL/2108/0342;50002137;InternetBroadbandCorporate;24/08/2021 10.12
New;AR/ACT/2107/20954;30000358;Metronet;27/07/2021 11.17
New;AR/ACT/2107/21010;60002083;InternetCorporate;28/07/2021 20.03
New;AR/ACT/2107/21009;60002083;InternetBroadbandCorporate;28/07/2021 20.03
New;AR/ACT/2107/20598;50000796;Metronet;23/07/2021 12.42
New;AR/ACT/2105/15987;50000796;Metronet;25/05/2021 15.58
New;AR/ACT/2105/15959;50000796;Metronet;25/05/2021 15.22
New;AR/ACT/2105/15956;50000796;Metronet;25/05/2021 15.14
